timestamp,actual_value,predicted_value,forecast_error,abs_error,risk_level,recommendation,reason,model_version
2016-01-27 08:50:00,57.0,60.71928384334748,3.7192838433474833,3.7192838433474833,NORMAL,CONTINUE_MONITORING,Predicted appliance energy is 60.72 Wh; warning/high/critical thresholds are 98.00/141.00/205.10 Wh.,linear_regression_v1
2016-01-27 09:00:00,54.0,64.73287800470506,10.732878004705057,10.732878004705057,NORMAL,CONTINUE_MONITORING,Predicted appliance energy is 64.73 Wh; warning/high/critical thresholds are 98.00/141.00/205.10 Wh.,linear_regression_v1
2016-01-27 09:10:00,53.0,63.79052993752592,10.790529937525918,10.790529937525918,NORMAL,CONTINUE_MONITORING,Predicted appliance energy is 63.79 Wh; warning/high/critical thresholds are 98.00/141.00/205.10 Wh.,linear_regression_v1
2016-01-27 09:20:00,45.0,60.09080076287369,15.090800762873691,15.090800762873691,NORMAL,CONTINUE_MONITORING,Predicted appliance energy is 60.09 Wh; warning/high/critical thresholds are 98.00/141.00/205.10 Wh.,linear_regression_v1
2016-01-27 09:30:00,54.0,57.131154231698915,3.1311542316989147,3.1311542316989147,NORMAL,CONTINUE_MONITORING,Predicted appliance energy is 57.13 Wh; warning/high/critical thresholds are 98.00/141.00/205.10 Wh.,linear_regression_v1
2016-01-27 09:40:00,51.0,60.179974911656345,9.179974911656345,9.179974911656345,NORMAL,CONTINUE_MONITORING,Predicted appliance energy is 60.18 Wh; warning/high/critical thresholds are 98.00/141.00/205.10 Wh.,linear_regression_v1
2016-01-27 09:50:00,38.0,56.94396522764376,18.94396522764376,18.94396522764376,NORMAL,CONTINUE_MONITORING,Predicted appliance energy is 56.94 Wh; warning/high/critical thresholds are 98.00/141.00/205.10 Wh.,linear_regression_v1
2016-01-27 10:00:00,37.0,55.877422353098154,18.877422353098154,18.877422353098154,NORMAL,CONTINUE_MONITORING,Predicted appliance energy is 55.88 Wh; warning/high/critical thresholds are 98.00/141.00/205.10 Wh.,linear_regression_v1
2016-01-27 10:10:00,135.0,45.81881582778875,-89.18118417221126,89.18118417221126,NORMAL,CONTINUE_MONITORING,Predicted appliance energy is 45.82 Wh; warning/high/critical thresholds are 98.00/141.00/205.10 Wh.,linear_regression_v1
2016-01-27 10:20:00,111.0,111.88959257398503,0.889592573985027,0.889592573985027,WARNING,MONITOR_AND_PREPARE_ENERGY_SAVING_ACTION,Predicted appliance energy is 111.89 Wh; warning/high/critical thresholds are 98.00/141.00/205.10 Wh.,linear_regression_v1
2016-01-27 10:30:00,86.0,92.4134809069825,6.4134809069825,6.4134809069825,NORMAL,CONTINUE_MONITORING,Predicted appliance energy is 92.41 Wh; warning/high/critical thresholds are 98.00/141.00/205.10 Wh.,linear_regression_v1
2016-01-27 10:40:00,78.0,74.99546163035389,-3.004538369646113,3.004538369646113,NORMAL,CONTINUE_MONITORING,Predicted appliance energy is 75.00 Wh; warning/high/critical thresholds are 98.00/141.00/205.10 Wh.,linear_regression_v1
2016-01-27 10:50:00,76.0,70.7478198687613,-5.252180131238703,5.252180131238703,NORMAL,CONTINUE_MONITORING,Predicted appliance energy is 70.75 Wh; warning/high/critical thresholds are 98.00/141.00/205.10 Wh.,linear_regression_v1
2016-01-27 11:00:00,61.0,81.01492041241436,20.014920412414355,20.014920412414355,NORMAL,CONTINUE_MONITORING,Predicted appliance energy is 81.01 Wh; warning/high/critical thresholds are 98.00/141.00/205.10 Wh.,linear_regression_v1
2016-01-27 11:10:00,55.0,63.476120287433666,8.476120287433666,8.476120287433666,NORMAL,CONTINUE_MONITORING,Predicted appliance energy is 63.48 Wh; warning/high/critical thresholds are 98.00/141.00/205.10 Wh.,linear_regression_v1
2016-01-27 11:20:00,54.0,60.39079691562067,6.390796915620669,6.390796915620669,NORMAL,CONTINUE_MONITORING,Predicted appliance energy is 60.39 Wh; warning/high/critical thresholds are 98.00/141.00/205.10 Wh.,linear_regression_v1
2016-01-27 11:30:00,56.0,61.76053172492778,5.76053172492778,5.76053172492778,NORMAL,CONTINUE_MONITORING,Predicted appliance energy is 61.76 Wh; warning/high/critical thresholds are 98.00/141.00/205.10 Wh.,linear_regression_v1
2016-01-27 11:40:00,70.0,58.90384784734076,-11.096152152659243,11.096152152659243,NORMAL,CONTINUE_MONITORING,Predicted appliance energy is 58.90 Wh; warning/high/critical thresholds are 98.00/141.00/205.10 Wh.,linear_regression_v1
2016-01-27 11:50:00,50.0,68.95704298454017,18.957042984540166,18.957042984540166,NORMAL,CONTINUE_MONITORING,Predicted appliance energy is 68.96 Wh; warning/high/critical thresholds are 98.00/141.00/205.10 Wh.,linear_regression_v1
2016-01-27 12:00:00,46.0,59.86353056992802,13.863530569928017,13.863530569928017,NORMAL,CONTINUE_MONITORING,Predicted appliance energy is 59.86 Wh; warning/high/critical thresholds are 98.00/141.00/205.10 Wh.,linear_regression_v1
2016-01-27 12:10:00,48.0,55.827165778922975,7.827165778922975,7.827165778922975,NORMAL,CONTINUE_MONITORING,Predicted appliance energy is 55.83 Wh; warning/high/critical thresholds are 98.00/141.00/205.10 Wh.,linear_regression_v1
